2021-08-09 16:12:51,990 - walk - INFO - 
2021-08-09 16:15:17,141 - walk - INFO - 
2021-08-09 16:15:37,825 - walk - INFO - (sp mode) 第 2 号筛选条件(类别2), 条件范围(06:58:48~06:58:54), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,318 - walk - INFO - (sp mode) 第 59 号筛选条件(类别2), 条件范围(07:27:26~07:27:27), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,344 - walk - INFO - (sp mode) 第 60 号筛选条件(类别2), 条件范围(07:27:32~07:27:34), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,396 - walk - INFO - (sp mode) 第 62 号筛选条件(类别2), 条件范围(07:27:43~07:27:47), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,503 - walk - INFO - (sp mode) 第 66 号筛选条件(类别2), 条件范围(07:29:16~07:29:17), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,557 - walk - INFO - (sp mode) 第 68 号筛选条件(类别2), 条件范围(07:29:23~07:29:25), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,637 - walk - INFO - (sp mode) 第 71 号筛选条件(类别2), 条件范围(07:31:34~07:31:37), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,690 - walk - INFO - (sp mode) 第 73 号筛选条件(类别2), 条件范围(07:33:10~07:33:12), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,743 - walk - INFO - (sp mode) 第 75 号筛选条件(类别2), 条件范围(07:33:21~07:33:25), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,796 - walk - INFO - (sp mode) 第 77 号筛选条件(类别2), 条件范围(07:37:58~07:38:03), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,848 - walk - INFO - (sp mode) 第 79 号筛选条件(类别2), 条件范围(08:08:35~08:08:42), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:39,953 - walk - INFO - (sp mode) 第 84 号筛选条件(类别2), 条件范围(08:10:02~08:10:05), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,034 - walk - INFO - (sp mode) 第 87 号筛选条件(类别2), 条件范围(08:11:10~08:11:15), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,113 - walk - INFO - (sp mode) 第 90 号筛选条件(类别2), 条件范围(08:16:50~08:16:55), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,165 - walk - INFO - (sp mode) 第 92 号筛选条件(类别2), 条件范围(08:18:47~08:18:49), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,216 - walk - INFO - (sp mode) 第 94 号筛选条件(类别2), 条件范围(08:19:39~08:19:42), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,269 - walk - INFO - (sp mode) 第 96 号筛选条件(类别2), 条件范围(08:20:04~08:20:09), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,321 - walk - INFO - (sp mode) 第 98 号筛选条件(类别2), 条件范围(08:20:56~08:21:02), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,399 - walk - INFO - (sp mode) 第 101 号筛选条件(类别2), 条件范围(08:24:10~08:24:12), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,451 - walk - INFO - (sp mode) 第 103 号筛选条件(类别2), 条件范围(08:24:28~08:24:29), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,504 - walk - INFO - (sp mode) 第 105 号筛选条件(类别2), 条件范围(08:24:34~08:24:39), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,612 - walk - INFO - (sp mode) 第 109 号筛选条件(类别2), 条件范围(08:24:57~08:24:59), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,770 - walk - INFO - (sp mode) 第 115 号筛选条件(类别2), 条件范围(08:26:17~08:26:22), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,822 - walk - INFO - (sp mode) 第 117 号筛选条件(类别2), 条件范围(08:26:28~08:26:31), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,876 - walk - INFO - (sp mode) 第 119 号筛选条件(类别2), 条件范围(08:26:40~08:26:45), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:40,981 - walk - INFO - (sp mode) 第 123 号筛选条件(类别2), 条件范围(08:29:13~08:29:15), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,033 - walk - INFO - (sp mode) 第 125 号筛选条件(类别2), 条件范围(08:29:18~08:29:24), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,087 - walk - INFO - (sp mode) 第 127 号筛选条件(类别2), 条件范围(08:31:05~08:31:08), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,139 - walk - INFO - (sp mode) 第 129 号筛选条件(类别2), 条件范围(08:32:07~08:32:07), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,191 - walk - INFO - (sp mode) 第 131 号筛选条件(类别2), 条件范围(08:33:42~08:33:51), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,271 - walk - INFO - (sp mode) 第 134 号筛选条件(类别2), 条件范围(08:34:08~08:34:08), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,324 - walk - INFO - (sp mode) 第 136 号筛选条件(类别2), 条件范围(08:34:15~08:34:18), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,403 - walk - INFO - (sp mode) 第 139 号筛选条件(类别2), 条件范围(08:35:19~08:35:23), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,483 - walk - INFO - (sp mode) 第 142 号筛选条件(类别2), 条件范围(08:35:46~08:35:53), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,562 - walk - INFO - (sp mode) 第 145 号筛选条件(类别2), 条件范围(08:40:45~08:40:49), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,614 - walk - INFO - (sp mode) 第 147 号筛选条件(类别2), 条件范围(08:40:53~08:40:54), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,668 - walk - INFO - (sp mode) 第 149 号筛选条件(类别2), 条件范围(08:41:29~08:41:31), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,722 - walk - INFO - (sp mode) 第 151 号筛选条件(类别2), 条件范围(08:46:15~08:46:18), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,774 - walk - INFO - (sp mode) 第 153 号筛选条件(类别2), 条件范围(08:46:31~08:46:37), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,827 - walk - INFO - (sp mode) 第 155 号筛选条件(类别2), 条件范围(08:49:57~08:49:59), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,879 - walk - INFO - (sp mode) 第 157 号筛选条件(类别2), 条件范围(08:50:08~08:50:10), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,932 - walk - INFO - (sp mode) 第 159 号筛选条件(类别2), 条件范围(08:50:36~08:50:36), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:41,986 - walk - INFO - (sp mode) 第 161 号筛选条件(类别2), 条件范围(08:50:51~08:50:52), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:42,040 - walk - INFO - (sp mode) 第 163 号筛选条件(类别2), 条件范围(08:50:59~08:51:05), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:42,093 - walk - INFO - (sp mode) 第 165 号筛选条件(类别2), 条件范围(08:51:23~08:51:30), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:42,120 - walk - INFO - (sp mode) 第 166 号筛选条件(类别2), 条件范围(08:51:35~08:51:36), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:42,172 - walk - INFO - (sp mode) 第 168 号筛选条件(类别2), 条件范围(08:52:01~08:52:04), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:42,250 - walk - INFO - (sp mode) 第 171 号筛选条件(类别2), 条件范围(08:54:07~08:54:09), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:42,302 - walk - INFO - (sp mode) 第 173 号筛选条件(类别2), 条件范围(08:54:31~08:54:35), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:42,382 - walk - INFO - (sp mode) 第 176 号筛选条件(类别2), 条件范围(08:57:22~08:57:23), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:42,434 - walk - INFO - (sp mode) 第 178 号筛选条件(类别2), 条件范围(09:08:04~09:08:06), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:15:42,587 - walk - INFO - 第 181 号筛选条件(类别2)耗时 0.08 秒, 条件范围(10:42:35~10:42:37), 在原表中命中的范围为(8461~8480), 筛选结果为 20 条数据
2021-08-09 16:15:42,744 - walk - INFO - 第 183 号筛选条件(类别2)耗时 0.08 秒, 条件范围(10:43:10~10:43:12), 在原表中命中的范围为(8812~8831), 筛选结果为 20 条数据
2021-08-09 16:15:42,907 - walk - INFO - 第 185 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:43:53~10:43:55), 在原表中命中的范围为(9244~9263), 筛选结果为 20 条数据
2021-08-09 16:15:43,063 - walk - INFO - 第 188 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:44:17~10:44:18), 在原表中命中的范围为(9485~9494), 筛选结果为 10 条数据
2021-08-09 16:15:43,295 - walk - INFO - 第 190 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:46:17~10:46:28), 在原表中命中的范围为(690~799), 筛选结果为 110 条数据
2021-08-09 16:15:43,452 - walk - INFO - 第 192 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:46:51~10:46:53), 在原表中命中的范围为(1031~1050), 筛选结果为 20 条数据
2021-08-09 16:15:43,712 - walk - INFO - 第 195 号筛选条件(类别2)耗时 0.08 秒, 条件范围(10:50:08~10:50:11), 在原表中命中的范围为(3009~3038), 筛选结果为 30 条数据
2021-08-09 16:15:43,867 - walk - INFO - 第 197 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:50:22~10:50:23), 在原表中命中的范围为(3150~3159), 筛选结果为 10 条数据
2021-08-09 16:15:44,181 - walk - INFO - 第 201 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:52:50~10:52:54), 在原表中命中的范围为(4635~4674), 筛选结果为 40 条数据
2021-08-09 16:15:44,337 - walk - INFO - 第 203 号筛选条件(类别2)耗时 0.08 秒, 条件范围(10:53:00~10:53:01), 在原表中命中的范围为(4735~4744), 筛选结果为 10 条数据
2021-08-09 16:15:44,499 - walk - INFO - 第 205 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:53:37~10:53:39), 在原表中命中的范围为(5107~5126), 筛选结果为 20 条数据
2021-08-09 16:15:44,893 - walk - INFO - 第 212 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:55:09~10:55:12), 在原表中命中的范围为(6025~6054), 筛选结果为 30 条数据
2021-08-09 16:15:45,443 - walk - INFO - 第 219 号筛选条件(类别2)耗时 0.08 秒, 条件范围(10:56:08~10:56:14), 在原表中命中的范围为(6617~6676), 筛选结果为 60 条数据
2021-08-09 16:15:45,600 - walk - INFO - 第 221 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:56:27~10:56:29), 在原表中命中的范围为(6807~6825), 筛选结果为 19 条数据
2021-08-09 16:15:45,845 - walk - INFO - 第 224 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:58:02~10:58:04), 在原表中命中的范围为(7742~7760), 筛选结果为 19 条数据
2021-08-09 16:15:46,000 - walk - INFO - 第 226 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:58:07~10:58:07), 在原表中命中的范围为(-1~-1), 筛选结果为 0 条数据
2021-08-09 16:15:46,315 - walk - INFO - 第 230 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:58:40~10:58:42), 在原表中命中的范围为(8120~8139), 筛选结果为 20 条数据
2021-08-09 16:15:46,392 - walk - INFO - 第 231 号筛选条件(类别2)耗时 0.07 秒, 条件范围(10:58:45~10:58:47), 在原表中命中的范围为(8170~8190), 筛选结果为 21 条数据
2021-08-09 16:15:46,552 - walk - INFO - 第 233 号筛选条件(类别2)耗时 0.08 秒, 条件范围(10:59:11~10:59:16), 在原表中命中的范围为(8432~8481), 筛选结果为 50 条数据
2021-08-09 16:15:46,719 - walk - INFO - 第 235 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:00:16~11:00:18), 在原表中命中的范围为(9084~9103), 筛选结果为 20 条数据
2021-08-09 16:15:46,877 - walk - INFO - 第 237 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:00:27~11:00:30), 在原表中命中的范围为(9195~9224), 筛选结果为 30 条数据
2021-08-09 16:15:47,118 - walk - INFO - 第 240 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:01:20~11:01:27), 在原表中命中的范围为(9718~9787), 筛选结果为 70 条数据
2021-08-09 16:15:47,196 - walk - INFO - 第 241 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:01:28~11:01:35), 在原表中命中的范围为(9798~9867), 筛选结果为 70 条数据
2021-08-09 16:15:47,274 - walk - INFO - 第 242 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:01:37~11:01:40), 在原表中命中的范围为(9888~9917), 筛选结果为 30 条数据
2021-08-09 16:15:47,431 - walk - INFO - 第 244 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:01:46~11:01:47), 在原表中命中的范围为(9977~9986), 筛选结果为 10 条数据
2021-08-09 16:15:47,657 - walk - INFO - 第 246 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:01:51~11:01:52), 在原表中命中的范围为(27~36), 筛选结果为 10 条数据
2021-08-09 16:15:47,909 - walk - INFO - 第 249 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:03:30~11:03:32), 在原表中命中的范围为(1018~1037), 筛选结果为 20 条数据
2021-08-09 16:15:48,165 - walk - INFO - 第 252 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:06:20~11:06:23), 在原表中命中的范围为(2716~2745), 筛选结果为 30 条数据
2021-08-09 16:15:48,326 - walk - INFO - 第 254 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:06:53~11:06:55), 在原表中命中的范围为(3047~3066), 筛选结果为 20 条数据
2021-08-09 16:15:48,498 - walk - INFO - 第 256 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:08:40~11:08:40), 在原表中命中的范围为(-1~-1), 筛选结果为 0 条数据
2021-08-09 16:15:48,674 - walk - INFO - 第 258 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:11:07~11:11:08), 在原表中命中的范围为(5592~5601), 筛选结果为 10 条数据
2021-08-09 16:15:49,097 - walk - INFO - 第 263 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:14:19~11:14:20), 在原表中命中的范围为(7474~7483), 筛选结果为 10 条数据
2021-08-09 16:15:49,260 - walk - INFO - 第 265 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:14:58~11:15:00), 在原表中命中的范围为(7863~7883), 筛选结果为 21 条数据
2021-08-09 16:15:49,420 - walk - INFO - 第 267 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:15:07~11:15:09), 在原表中命中的范围为(7954~7973), 筛选结果为 20 条数据
2021-08-09 16:15:49,583 - walk - INFO - 第 269 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:15:19~11:15:21), 在原表中命中的范围为(8074~8093), 筛选结果为 20 条数据
2021-08-09 16:15:49,829 - walk - INFO - 第 272 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:15:41~11:15:45), 在原表中命中的范围为(8295~8334), 筛选结果为 40 条数据
2021-08-09 16:15:49,988 - walk - INFO - 第 274 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:15:50~11:15:56), 在原表中命中的范围为(8386~8445), 筛选结果为 60 条数据
2021-08-09 16:15:50,157 - walk - INFO - 第 276 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:17:06~11:17:07), 在原表中命中的范围为(9144~9152), 筛选结果为 9 条数据
2021-08-09 16:15:50,237 - walk - INFO - 第 277 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:17:18~11:17:21), 在原表中命中的范围为(9263~9292), 筛选结果为 30 条数据
2021-08-09 16:15:50,401 - walk - INFO - 第 279 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:17:44~11:17:46), 在原表中命中的范围为(9517~9531), 筛选结果为 15 条数据
2021-08-09 16:15:50,562 - walk - INFO - 第 281 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:17:55~11:17:56), 在原表中命中的范围为(9621~9630), 筛选结果为 10 条数据
2021-08-09 16:15:50,878 - walk - INFO - 第 284 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:20:08~11:20:13), 在原表中命中的范围为(937~986), 筛选结果为 50 条数据
2021-08-09 16:15:51,293 - walk - INFO - 第 289 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:21:27~11:21:29), 在原表中命中的范围为(1711~1730), 筛选结果为 20 条数据
2021-08-09 16:15:51,456 - walk - INFO - 第 291 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:21:47~11:21:49), 在原表中命中的范围为(1910~1929), 筛选结果为 20 条数据
2021-08-09 16:15:51,723 - walk - INFO - 第 294 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:23:28~11:23:31), 在原表中命中的范围为(2919~2947), 筛选结果为 29 条数据
2021-08-09 16:15:51,885 - walk - INFO - 第 296 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:24:15~11:24:17), 在原表中命中的范围为(3390~3409), 筛选结果为 20 条数据
2021-08-09 16:15:52,131 - walk - INFO - 第 299 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:24:43~11:24:49), 在原表中命中的范围为(3671~3730), 筛选结果为 60 条数据
2021-08-09 16:15:52,478 - walk - INFO - 第 303 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:28:00~11:28:03), 在原表中命中的范围为(5535~5564), 筛选结果为 30 条数据
2021-08-09 16:15:52,743 - walk - INFO - 第 306 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:28:59~11:29:05), 在原表中命中的范围为(6127~6187), 筛选结果为 61 条数据
2021-08-09 16:15:52,908 - walk - INFO - 第 308 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:29:10~11:29:15), 在原表中命中的范围为(6238~6287), 筛选结果为 50 条数据
2021-08-09 16:15:53,074 - walk - INFO - 第 310 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:29:22~11:29:24), 在原表中命中的范围为(6358~6377), 筛选结果为 20 条数据
2021-08-09 16:15:53,236 - walk - INFO - 第 312 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:29:32~11:29:35), 在原表中命中的范围为(6459~6488), 筛选结果为 30 条数据
2021-08-09 16:15:53,316 - walk - INFO - 第 313 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:29:49~11:29:52), 在原表中命中的范围为(6629~6658), 筛选结果为 30 条数据
2021-08-09 16:15:53,483 - walk - INFO - 第 315 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:31:13~11:31:18), 在原表中命中的范围为(7472~7521), 筛选结果为 50 条数据
2021-08-09 16:15:53,651 - walk - INFO - 第 318 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:33:36~11:33:38), 在原表中命中的范围为(8905~8924), 筛选结果为 20 条数据
2021-08-09 16:15:53,816 - walk - INFO - 第 320 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:33:50~11:33:53), 在原表中命中的范围为(9046~9075), 筛选结果为 30 条数据
2021-08-09 16:15:53,978 - walk - INFO - 第 322 号筛选条件(类别2)耗时 0.07 秒, 条件范围(11:33:56~11:33:57), 在原表中命中的范围为(9106~9115), 筛选结果为 10 条数据
2021-08-09 16:15:54,146 - walk - INFO - 第 324 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:34:37~11:34:38), 在原表中命中的范围为(9518~9527), 筛选结果为 10 条数据
2021-08-09 16:15:54,312 - walk - INFO - 第 326 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:35:02~11:35:05), 在原表中命中的范围为(9769~9798), 筛选结果为 30 条数据
2021-08-09 16:15:54,657 - walk - INFO - 第 329 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:39:30~11:39:31), 在原表中命中的范围为(2459~2468), 筛选结果为 10 条数据
2021-08-09 16:15:54,826 - walk - INFO - 第 331 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:39:51~11:39:54), 在原表中命中的范围为(2669~2698), 筛选结果为 30 条数据
2021-08-09 16:15:54,993 - walk - INFO - 第 333 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:40:01~11:40:04), 在原表中命中的范围为(2769~2798), 筛选结果为 30 条数据
2021-08-09 16:15:55,170 - walk - INFO - 第 335 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:41:52~11:41:56), 在原表中命中的范围为(3880~3919), 筛选结果为 40 条数据
2021-08-09 16:15:55,335 - walk - INFO - 第 337 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:42:01~11:42:05), 在原表中命中的范围为(3971~4010), 筛选结果为 40 条数据
2021-08-09 16:15:55,503 - walk - INFO - 第 339 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:42:37~11:42:38), 在原表中命中的范围为(4332~4341), 筛选结果为 10 条数据
2021-08-09 16:15:55,676 - walk - INFO - 第 341 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:42:48~11:42:52), 在原表中命中的范围为(4443~4482), 筛选结果为 40 条数据
2021-08-09 16:15:55,866 - walk - INFO - 第 343 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:45:45~11:45:49), 在原表中命中的范围为(6219~6258), 筛选结果为 40 条数据
2021-08-09 16:15:56,133 - walk - INFO - 第 346 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:47:49~11:47:59), 在原表中命中的范围为(7463~7563), 筛选结果为 101 条数据
2021-08-09 16:15:56,390 - walk - INFO - 第 349 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:56:52~11:56:59), 在原表中命中的范围为(2913~2982), 筛选结果为 70 条数据
2021-08-09 16:15:56,739 - walk - INFO - 第 354 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:57:40~11:57:46), 在原表中命中的范围为(3395~3454), 筛选结果为 60 条数据
2021-08-09 16:15:56,908 - walk - INFO - 第 356 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:57:55~11:57:57), 在原表中命中的范围为(3545~3564), 筛选结果为 20 条数据
2021-08-09 16:15:57,093 - walk - INFO - 第 358 号筛选条件(类别2)耗时 0.08 秒, 条件范围(11:59:55~12:00:01), 在原表中命中的范围为(4750~4809), 筛选结果为 60 条数据
2021-08-09 16:15:57,175 - walk - INFO - 第 360 号筛选条件(类别2)耗时 0.08 秒, 条件范围(12:07:42~12:07:45), 在原表中命中的范围为(9436~9465), 筛选结果为 30 条数据
