2021-09-01 13:44:05,083 - static - INFO - 
2021-09-01 13:54:04,221 - static - INFO - 
2021-09-01 14:02:04,681 - static - INFO - 
2021-09-01 14:21:23,245 - static - INFO - 
2021-09-01 14:32:17,186 - static - INFO - 第 2 号筛选条件(类别1)耗时 0.27 秒, 条件范围(13:46:40~13:46:46), 在原表中命中的范围为(248038~248094), 筛选结果为 57 条数据
2021-09-01 14:32:24,379 - static - INFO - 第 37 号筛选条件(类别1)耗时 0.2 秒, 条件范围(13:56:20~13:57:27), 在原表中命中的范围为(252960~253629), 筛选结果为 670 条数据
2021-09-01 14:32:24,583 - static - INFO - 第 38 号筛选条件(类别1)耗时 0.19 秒, 条件范围(13:57:33~13:58:06), 在原表中命中的范围为(253690~254018), 筛选结果为 329 条数据
2021-09-01 14:32:24,791 - static - INFO - 第 39 号筛选条件(类别1)耗时 0.2 秒, 条件范围(13:58:28~13:59:07), 在原表中命中的范围为(254239~254628), 筛选结果为 390 条数据
2021-09-01 14:32:24,999 - static - INFO - 第 40 号筛选条件(类别1)耗时 0.19 秒, 条件范围(13:59:14~13:59:15), 在原表中命中的范围为(254699~254708), 筛选结果为 10 条数据
2021-09-01 14:32:25,206 - static - INFO - 第 41 号筛选条件(类别1)耗时 0.19 秒, 条件范围(13:59:22~13:59:26), 在原表中命中的范围为(254779~254818), 筛选结果为 40 条数据
2021-09-01 14:32:25,415 - static - INFO - 第 42 号筛选条件(类别1)耗时 0.2 秒, 条件范围(13:58:29~13:59:59), 在原表中命中的范围为(254249~254955), 筛选结果为 707 条数据
2021-09-01 14:32:25,826 - static - INFO - 第 44 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:00:05~14:00:38), 在原表中命中的范围为(255016~255344), 筛选结果为 329 条数据
2021-09-01 14:32:26,236 - static - INFO - 第 46 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:00:43~14:00:44), 在原表中命中的范围为(255395~255404), 筛选结果为 10 条数据
2021-09-01 14:32:26,440 - static - INFO - 第 47 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:00:45~14:01:05), 在原表中命中的范围为(255415~255614), 筛选结果为 200 条数据
2021-09-01 14:32:26,701 - static - INFO - 第 48 号筛选条件(类别1)耗时 0.25 秒, 条件范围(14:01:07~14:01:32), 在原表中命中的范围为(255635~255884), 筛选结果为 250 条数据
2021-09-01 14:32:27,510 - static - INFO - 第 53 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:03:03~14:03:06), 在原表中命中的范围为(256782~256811), 筛选结果为 30 条数据
2021-09-01 14:32:28,119 - static - INFO - 第 58 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:05:05~14:05:10), 在原表中命中的范围为(257997~258046), 筛选结果为 50 条数据
2021-09-01 14:32:28,529 - static - INFO - 第 61 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:05:47~14:05:51), 在原表中命中的范围为(258417~258456), 筛选结果为 40 条数据
2021-09-01 14:32:29,560 - static - INFO - 第 67 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:06:30~14:06:34), 在原表中命中的范围为(258837~258876), 筛选结果为 40 条数据
2021-09-01 14:32:29,966 - static - INFO - 第 70 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:07:40~14:07:47), 在原表中命中的范围为(259534~259594), 筛选结果为 61 条数据
2021-09-01 14:32:30,167 - static - INFO - 第 71 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:07:55~14:07:59), 在原表中命中的范围为(259653~259692), 筛选结果为 40 条数据
2021-09-01 14:32:30,791 - static - INFO - 第 76 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:10:10~14:10:28), 在原表中命中的范围为(260999~261176), 筛选结果为 178 条数据
2021-09-01 14:32:31,410 - static - INFO - 第 80 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:10:58~14:11:07), 在原表中命中的范围为(261477~261566), 筛选结果为 90 条数据
2021-09-01 14:32:31,663 - static - INFO - 第 82 号筛选条件(类别1)耗时 0.24 秒, 条件范围(14:14:53~14:14:57), 在原表中命中的范围为(263824~263863), 筛选结果为 40 条数据
2021-09-01 14:32:31,880 - static - INFO - 第 83 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:15:00~14:15:41), 在原表中命中的范围为(263894~264303), 筛选结果为 410 条数据
2021-09-01 14:32:32,508 - static - INFO - 第 86 号筛选条件(类别1)耗时 0.21 秒, 条件范围(14:15:58~14:17:08), 在原表中命中的范围为(264473~265155), 筛选结果为 683 条数据
2021-09-01 14:32:32,719 - static - INFO - 第 87 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:17:10~14:17:21), 在原表中命中的范围为(265176~265285), 筛选结果为 110 条数据
2021-09-01 14:32:32,932 - static - INFO - 第 88 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:17:24~14:17:55), 在原表中命中的范围为(265316~265623), 筛选结果为 308 条数据
2021-09-01 14:32:33,140 - static - INFO - 第 89 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:17:56~14:18:32), 在原表中命中的范围为(265624~265890), 筛选结果为 267 条数据
2021-09-01 14:32:33,559 - static - INFO - 第 91 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:18:47~14:18:53), 在原表中命中的范围为(266038~266093), 筛选结果为 56 条数据
2021-09-01 14:32:33,762 - static - INFO - 第 92 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:18:54~14:19:00), 在原表中命中的范围为(266104~266162), 筛选结果为 59 条数据
2021-09-01 14:32:34,179 - static - INFO - 第 94 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:19:22~14:19:26), 在原表中命中的范围为(266322~266361), 筛选结果为 40 条数据
2021-09-01 14:32:34,588 - static - INFO - 第 96 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:19:31~14:19:45), 在原表中命中的范围为(266393~266478), 筛选结果为 86 条数据
2021-09-01 14:32:35,006 - static - INFO - 第 98 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:20:06~14:20:12), 在原表中命中的范围为(266688~266733), 筛选结果为 46 条数据
2021-09-01 14:32:35,228 - static - INFO - 第 100 号筛选条件(类别1)耗时 0.21 秒, 条件范围(14:20:54~14:24:00), 在原表中命中的范围为(267143~268961), 筛选结果为 1819 条数据
2021-09-01 14:32:35,643 - static - INFO - 第 102 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:21:06~14:21:24), 在原表中命中的范围为(267243~267417), 筛选结果为 175 条数据
2021-09-01 14:32:36,056 - static - INFO - 第 104 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:21:30~14:22:15), 在原表中命中的范围为(267477~267915), 筛选结果为 439 条数据
2021-09-01 14:32:36,472 - static - INFO - 第 106 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:22:26~14:22:35), 在原表中命中的范围为(268026~268114), 筛选结果为 89 条数据
2021-09-01 14:32:36,685 - static - INFO - 第 107 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:22:36~14:22:53), 在原表中命中的范围为(268125~268294), 筛选结果为 170 条数据
2021-09-01 14:32:36,891 - static - INFO - 第 108 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:22:54~14:23:12), 在原表中命中的范围为(268305~268481), 筛选结果为 177 条数据
2021-09-01 14:32:37,311 - static - INFO - 第 110 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:23:18~14:23:33), 在原表中命中的范围为(268542~268691), 筛选结果为 150 条数据
2021-09-01 14:32:37,724 - static - INFO - 第 112 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:23:38~14:23:56), 在原表中命中的范围为(268742~268921), 筛选结果为 180 条数据
2021-09-01 14:32:38,139 - static - INFO - 第 115 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:24:17~14:24:31), 在原表中命中的范围为(269131~269270), 筛选结果为 140 条数据
2021-09-01 14:32:38,361 - static - INFO - 第 116 号筛选条件(类别1)耗时 0.21 秒, 条件范围(14:24:32~14:25:20), 在原表中命中的范围为(269281~269733), 筛选结果为 453 条数据
2021-09-01 14:32:38,717 - static - INFO - 第 117 号筛选条件(类别1)耗时 0.34 秒, 条件范围(14:25:21~14:25:50), 在原表中命中的范围为(269744~270033), 筛选结果为 290 条数据
2021-09-01 14:32:38,925 - static - INFO - 第 118 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:25:51~14:26:12), 在原表中命中的范围为(270040~270239), 筛选结果为 200 条数据
2021-09-01 14:32:39,555 - static - INFO - 第 121 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:26:26~14:26:27), 在原表中命中的范围为(270379~270388), 筛选结果为 10 条数据
2021-09-01 14:32:39,767 - static - INFO - 第 123 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:26:31~14:26:37), 在原表中命中的范围为(270428~270487), 筛选结果为 60 条数据
2021-09-01 14:32:40,186 - static - INFO - 第 125 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:26:44~14:27:08), 在原表中命中的范围为(270557~270794), 筛选结果为 238 条数据
2021-09-01 14:32:40,809 - static - INFO - 第 128 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:27:20~14:28:00), 在原表中命中的范围为(270913~271312), 筛选结果为 400 条数据
2021-09-01 14:32:40,873 - static - INFO - 第 129 号筛选条件(类别1)耗时 0.05 秒, 条件范围(14:38:02~14:28:40), 在原表中命中的范围为(270001~270001), 筛选结果为 0 条数据
2021-09-01 14:32:42,311 - static - INFO - 第 138 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:36:40~14:36:46), 在原表中命中的范围为(276502~276561), 筛选结果为 60 条数据
2021-09-01 14:32:42,729 - static - INFO - 第 142 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:37:47~14:37:47), 在原表中命中的范围为(270000~270000), 筛选结果为 0 条数据
2021-09-01 14:32:43,152 - static - INFO - 第 144 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:37:51~14:38:07), 在原表中命中的范围为(277184~277340), 筛选结果为 157 条数据
2021-09-01 14:32:43,792 - static - INFO - 第 147 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:38:16~14:39:04), 在原表中命中的范围为(277426~277892), 筛选结果为 467 条数据
2021-09-01 14:32:44,208 - static - INFO - 第 149 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:39:08~14:39:12), 在原表中命中的范围为(277933~277972), 筛选结果为 40 条数据
2021-09-01 14:32:44,852 - static - INFO - 第 152 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:39:22~14:39:27), 在原表中命中的范围为(278073~278122), 筛选结果为 50 条数据
2021-09-01 14:32:45,282 - static - INFO - 第 154 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:39:31~14:39:58), 在原表中命中的范围为(278163~278426), 筛选结果为 264 条数据
2021-09-01 14:32:45,926 - static - INFO - 第 157 号筛选条件(类别1)耗时 0.21 秒, 条件范围(14:40:28~14:41:30), 在原表中命中的范围为(278720~279262), 筛选结果为 543 条数据
2021-09-01 14:32:46,136 - static - INFO - 第 158 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:41:34~14:41:44), 在原表中命中的范围为(279303~279402), 筛选结果为 100 条数据
2021-09-01 14:32:46,559 - static - INFO - 第 160 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:41:48~14:41:52), 在原表中命中的范围为(279443~279482), 筛选结果为 40 条数据
2021-09-01 14:32:46,987 - static - INFO - 第 162 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:41:59~14:42:14), 在原表中命中的范围为(279552~279701), 筛选结果为 150 条数据
2021-09-01 14:32:47,198 - static - INFO - 第 164 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:42:39~14:42:41), 在原表中命中的范围为(279951~279970), 筛选结果为 20 条数据
2021-09-01 14:32:47,620 - static - INFO - 第 167 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:43:17~14:43:21), 在原表中命中的范围为(280258~280297), 筛选结果为 40 条数据
2021-09-01 14:32:48,247 - static - INFO - 第 170 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:43:31~14:43:35), 在原表中命中的范围为(280395~280434), 筛选结果为 40 条数据
2021-09-01 14:32:48,668 - static - INFO - 第 172 号筛选条件(类别1)耗时 0.19 秒, 条件范围(14:43:41~14:43:43), 在原表中命中的范围为(280495~280514), 筛选结果为 20 条数据
2021-09-01 14:32:49,089 - static - INFO - 第 174 号筛选条件(类别1)耗时 0.2 秒, 条件范围(14:44:06~14:44:11), 在原表中命中的范围为(280737~280769), 筛选结果为 33 条数据
2021-09-01 14:32:49,729 - static - INFO - 第 177 号筛选条件(类别1)耗时 0.2 秒, 条件范围(15:52:51~15:52:52), 在原表中命中的范围为(321923~321932), 筛选结果为 10 条数据
2021-09-01 14:32:49,953 - static - INFO - 第 178 号筛选条件(类别1)耗时 0.2 秒, 条件范围(15:52:53~15:52:59), 在原表中命中的范围为(321943~322000), 筛选结果为 58 条数据
2021-09-01 14:32:50,826 - static - INFO - 第 182 号筛选条件(类别1)耗时 0.21 秒, 条件范围(15:53:46~15:53:59), 在原表中命中的范围为(322463~322579), 筛选结果为 117 条数据
2021-09-01 14:32:51,049 - static - INFO - 第 183 号筛选条件(类别1)耗时 0.21 秒, 条件范围(15:54:00~15:54:07), 在原表中命中的范围为(322590~322659), 筛选结果为 70 条数据
2021-09-01 14:32:51,271 - static - INFO - 第 185 号筛选条件(类别1)耗时 0.21 秒, 条件范围(15:54:15~15:54:24), 在原表中命中的范围为(322740~322829), 筛选结果为 90 条数据
2021-09-01 14:32:51,711 - static - INFO - 第 187 号筛选条件(类别1)耗时 0.21 秒, 条件范围(15:54:39~15:54:57), 在原表中命中的范围为(322974~323153), 筛选结果为 180 条数据
2021-09-01 14:32:51,932 - static - INFO - 第 188 号筛选条件(类别1)耗时 0.2 秒, 条件范围(15:54:58~15:55:08), 在原表中命中的范围为(323164~323261), 筛选结果为 98 条数据
2021-09-01 14:32:52,377 - static - INFO - 第 190 号筛选条件(类别1)耗时 0.2 秒, 条件范围(15:55:12~15:55:31), 在原表中命中的范围为(323302~323490), 筛选结果为 189 条数据
2021-09-01 14:32:53,035 - static - INFO - 第 194 号筛选条件(类别1)耗时 0.21 秒, 条件范围(15:56:12~15:57:03), 在原表中命中的范围为(323880~324374), 筛选结果为 495 条数据
2021-09-01 14:32:53,253 - static - INFO - 第 195 号筛选条件(类别1)耗时 0.2 秒, 条件范围(15:57:06~15:57:10), 在原表中命中的范围为(324405~324444), 筛选结果为 40 条数据
2021-09-01 14:32:53,474 - static - INFO - 第 196 号筛选条件(类别1)耗时 0.2 秒, 条件范围(15:57:12~15:57:19), 在原表中命中的范围为(324462~324516), 筛选结果为 55 条数据
2021-09-01 14:32:53,907 - static - INFO - 第 198 号筛选条件(类别1)耗时 0.2 秒, 条件范围(15:57:29~15:57:35), 在原表中命中的范围为(324617~324676), 筛选结果为 60 条数据
2021-09-01 14:32:54,128 - static - INFO - 第 199 号筛选条件(类别1)耗时 0.21 秒, 条件范围(15:57:36~15:57:47), 在原表中命中的范围为(324687~324796), 筛选结果为 110 条数据
2021-09-01 14:32:54,564 - static - INFO - 第 201 号筛选条件(类别1)耗时 0.21 秒, 条件范围(15:57:50~15:57:54), 在原表中命中的范围为(324827~324866), 筛选结果为 40 条数据
2021-09-01 14:32:54,786 - static - INFO - 第 202 号筛选条件(类别1)耗时 0.21 秒, 条件范围(15:57:56~15:58:02), 在原表中命中的范围为(324887~324946), 筛选结果为 60 条数据
2021-09-01 14:32:55,039 - static - INFO - 第 203 号筛选条件(类别1)耗时 0.24 秒, 条件范围(15:58:04~15:58:26), 在原表中命中的范围为(324967~325186), 筛选结果为 220 条数据
2021-09-01 14:32:55,558 - static - INFO - 第 205 号筛选条件(类别1)耗时 0.21 秒, 条件范围(15:58:28~15:59:07), 在原表中命中的范围为(325207~325596), 筛选结果为 390 条数据
2021-09-01 14:32:55,998 - static - INFO - 第 207 号筛选条件(类别1)耗时 0.21 秒, 条件范围(15:59:14~15:59:20), 在原表中命中的范围为(325667~325726), 筛选结果为 60 条数据
2021-09-01 14:32:56,220 - static - INFO - 第 209 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:00:09~16:00:20), 在原表中命中的范围为(326204~326313), 筛选结果为 110 条数据
2021-09-01 14:32:56,665 - static - INFO - 第 212 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:01:50~16:02:03), 在原表中命中的范围为(327212~327331), 筛选结果为 120 条数据
2021-09-01 14:32:56,886 - static - INFO - 第 214 号筛选条件(类别1)耗时 0.2 秒, 条件范围(16:05:43~16:06:11), 在原表中命中的范围为(329530~329798), 筛选结果为 269 条数据
2021-09-01 14:32:57,109 - static - INFO - 第 216 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:07:25~16:07:40), 在原表中命中的范围为(330539~330688), 筛选结果为 150 条数据
2021-09-01 14:32:57,552 - static - INFO - 第 219 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:11:16~16:11:19), 在原表中命中的范围为(332845~332874), 筛选结果为 30 条数据
2021-09-01 14:32:58,426 - static - INFO - 第 224 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:13:08~16:13:20), 在原表中命中的范围为(333964~334083), 筛选结果为 120 条数据
2021-09-01 14:32:58,870 - static - INFO - 第 226 号筛选条件(类别1)耗时 0.2 秒, 条件范围(16:13:27~16:13:28), 在原表中命中的范围为(334154~334163), 筛选结果为 10 条数据
2021-09-01 14:32:59,098 - static - INFO - 第 228 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:13:58~16:14:00), 在原表中命中的范围为(334461~334476), 筛选结果为 16 条数据
2021-09-01 14:32:59,750 - static - INFO - 第 231 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:14:21~16:14:32), 在原表中命中的范围为(334683~334792), 筛选结果为 110 条数据
2021-09-01 14:33:00,202 - static - INFO - 第 233 号筛选条件(类别1)耗时 0.22 秒, 条件范围(16:14:29~16:16:42), 在原表中命中的范围为(334763~335949), 筛选结果为 1187 条数据
2021-09-01 14:33:00,436 - static - INFO - 第 234 号筛选条件(类别1)耗时 0.22 秒, 条件范围(16:16:45~16:18:18), 在原表中命中的范围为(335980~336909), 筛选结果为 930 条数据
2021-09-01 14:33:00,662 - static - INFO - 第 235 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:18:26~16:18:45), 在原表中命中的范围为(336990~337179), 筛选结果为 190 条数据
2021-09-01 14:33:00,887 - static - INFO - 第 236 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:18:56~16:19:18), 在原表中命中的范围为(337290~337508), 筛选结果为 219 条数据
2021-09-01 14:33:01,121 - static - INFO - 第 237 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:19:20~16:20:18), 在原表中命中的范围为(337529~338108), 筛选结果为 580 条数据
2021-09-01 14:33:01,343 - static - INFO - 第 238 号筛选条件(类别1)耗时 0.2 秒, 条件范围(16:20:20~16:20:30), 在原表中命中的范围为(338129~338228), 筛选结果为 100 条数据
2021-09-01 14:33:01,783 - static - INFO - 第 240 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:20:32~16:20:55), 在原表中命中的范围为(338249~338478), 筛选结果为 230 条数据
2021-09-01 14:33:02,225 - static - INFO - 第 242 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:21:06~16:21:24), 在原表中命中的范围为(338575~338754), 筛选结果为 180 条数据
2021-09-01 14:33:02,671 - static - INFO - 第 244 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:21:42~16:22:07), 在原表中命中的范围为(338920~339168), 筛选结果为 249 条数据
2021-09-01 14:33:03,115 - static - INFO - 第 246 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:22:14~16:22:25), 在原表中命中的范围为(339239~339348), 筛选结果为 110 条数据
2021-09-01 14:33:03,342 - static - INFO - 第 247 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:22:28~16:22:52), 在原表中命中的范围为(339379~339602), 筛选结果为 224 条数据
2021-09-01 14:33:03,936 - static - INFO - 第 249 号筛选条件(类别1)耗时 0.36 秒, 条件范围(16:23:01~16:23:48), 在原表中命中的范围为(339688~340153), 筛选结果为 466 条数据
2021-09-01 14:33:04,381 - static - INFO - 第 251 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:23:53~16:23:58), 在原表中命中的范围为(340204~340248), 筛选结果为 45 条数据
2021-09-01 14:33:04,843 - static - INFO - 第 253 号筛选条件(类别1)耗时 0.22 秒, 条件范围(16:24:06~16:24:36), 在原表中命中的范围为(340274~340489), 筛选结果为 216 条数据
2021-09-01 14:33:05,292 - static - INFO - 第 255 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:24:38~16:24:43), 在原表中命中的范围为(340506~340547), 筛选结果为 42 条数据
2021-09-01 14:33:05,738 - static - INFO - 第 257 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:24:45~16:24:50), 在原表中命中的范围为(340567~340616), 筛选结果为 50 条数据
2021-09-01 14:33:06,197 - static - INFO - 第 259 号筛选条件(类别1)耗时 0.22 秒, 条件范围(16:25:02~16:25:29), 在原表中命中的范围为(340653~340837), 筛选结果为 185 条数据
2021-09-01 14:33:06,427 - static - INFO - 第 260 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:25:32~16:25:54), 在原表中命中的范围为(340868~340961), 筛选结果为 94 条数据
2021-09-01 14:33:06,874 - static - INFO - 第 262 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:25:57~16:26:01), 在原表中命中的范围为(340964~340974), 筛选结果为 11 条数据
2021-09-01 14:33:07,321 - static - INFO - 第 264 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:26:06~16:26:39), 在原表中命中的范围为(341023~341352), 筛选结果为 330 条数据
2021-09-01 14:33:07,770 - static - INFO - 第 266 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:26:44~16:26:59), 在原表中命中的范围为(341403~341551), 筛选结果为 149 条数据
2021-09-01 14:33:08,216 - static - INFO - 第 269 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:27:17~16:27:28), 在原表中命中的范围为(341713~341817), 筛选结果为 105 条数据
2021-09-01 14:33:08,450 - static - INFO - 第 270 号筛选条件(类别1)耗时 0.22 秒, 条件范围(16:27:29~16:28:13), 在原表中命中的范围为(341828~342267), 筛选结果为 440 条数据
2021-09-01 14:33:08,904 - static - INFO - 第 272 号筛选条件(类别1)耗时 0.22 秒, 条件范围(16:28:21~16:29:07), 在原表中命中的范围为(342348~342806), 筛选结果为 459 条数据
2021-09-01 14:33:09,355 - static - INFO - 第 274 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:29:28~16:29:29), 在原表中命中的范围为(343017~343026), 筛选结果为 10 条数据
2021-09-01 14:33:09,592 - static - INFO - 第 275 号筛选条件(类别1)耗时 0.22 秒, 条件范围(16:29:40~16:29:59), 在原表中命中的范围为(343137~343326), 筛选结果为 190 条数据
2021-09-01 14:33:09,822 - static - INFO - 第 276 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:30:00~16:30:19), 在原表中命中的范围为(343337~343518), 筛选结果为 182 条数据
2021-09-01 14:33:10,269 - static - INFO - 第 278 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:30:25~16:30:32), 在原表中命中的范围为(343578~343647), 筛选结果为 70 条数据
2021-09-01 14:33:10,716 - static - INFO - 第 280 号筛选条件(类别1)耗时 0.21 秒, 条件范围(16:30:52~16:30:53), 在原表中命中的范围为(343848~343857), 筛选结果为 10 条数据
